BillingInfoNode;DeliveryAddressNode;ProcessReservationNode;SelectModeOfReciptNode;PaymentInfoNode;ProcessPaymentNode;TravelInfoNode
593.0;633.0;60.0;222.0;419.0;248.0;348.0
362.0;0;717.0;240.0;972.0;219.0;514.0
995.0;698.0;155.0;477.0;877.0;533.0;860.0
298.0;0;509.0;283.0;556.0;212.0;556.0
690.0;0;812.0;221.0;365.0;646.0;117.0
303.0;820.0;244.0;374.0;694.0;922.0;50.0
52.0;208.0;536.0;491.0;882.0;432.0;906.0
443.0;4.0;853.0;936.0;389.0;79.0;166.0
931.0;925.0;431.0;814.0;130.0;897.0;549.0
743.0;0;2.0;540.0;188.0;247.0;22.0
860.0;821.0;639.0;619.0;765.0;536.0;981.0
443.0;999.0;688.0;445.0;756.0;185.0;68.0
989.0;568.0;874.0;171.0;320.0;561.0;395.0
752.0;276.0;626.0;488.0;663.0;550.0;427.0
804.0;0;981.0;983.0;739.0;102.0;187.0
382.0;795.0;936.0;103.0;434.0;58.0;269.0
762.0;405.0;581.0;414.0;800.0;978.0;367.0
507.0;814.0;280.0;405.0;39.0;92.0;552.0
788.0;117.0;158.0;758.0;3.0;229.0;957.0
649.0;948.0;231.0;472.0;760.0;457.0;643.0
500.0;649.0;872.0;767.0;938.0;46.0;691.0
891.0;825.0;255.0;451.0;790.0;779.0;685.0
386.0;986.0;39.0;598.0;544.0;690.0;35.0
508.0;115.0;955.0;995.0;876.0;115.0;784.0
315.0;0;565.0;471.0;479.0;274.0;666.0
282.0;47.0;60.0;769.0;541.0;931.0;194.0
195.0;0;206.0;711.0;469.0;169.0;872.0
481.0;407.0;618.0;208.0;844.0;878.0;988.0
452.0;754.0;800.0;915.0;442.0;572.0;634.0
118.0;0;801.0;847.0;405.0;96.0;244.0
686.0;836.0;632.0;294.0;768.0;67.0;681.0
375.0;0;100.0;259.0;465.0;474.0;70.0
221.0;632.0;213.0;586.0;115.0;153.0;941.0
839.0;209.0;339.0;222.0;129.0;491.0;18.0
771.0;804.0;63.0;113.0;332.0;639.0;514.0
715.0;842.0;574.0;423.0;721.0;861.0;967.0
492.0;0;51.0;362.0;314.0;106.0;748.0
652.0;737.0;550.0;638.0;177.0;94.0;625.0
443.0;0;783.0;530.0;930.0;12.0;351.0
895.0;94.0;376.0;270.0;12.0;43.0;906.0
225.0;0;542.0;508.0;272.0;824.0;513.0
49.0;0;35.0;927.0;524.0;23.0;536.0
120.0;726.0;470.0;388.0;580.0;958.0;280.0
619.0;0;913.0;97.0;900.0;936.0;263.0
391.0;0;700.0;303.0;845.0;543.0;156.0
444.0;679.0;104.0;367.0;369.0;220.0;991.0
549.0;924.0;15.0;693.0;625.0;81.0;419.0
902.0;347.0;472.0;119.0;204.0;748.0;144.0
219.0;435.0;367.0;637.0;398.0;843.0;822.0
137.0;0;89.0;559.0;474.0;445.0;295.0
255.0;421.0;161.0;168.0;50.0;305.0;482.0
359.0;975.0;7.0;658.0;54.0;431.0;191.0
610.0;337.0;305.0;790.0;60.0;715.0;383.0
407.0;0;816.0;147.0;61.0;876.0;469.0
386.0;210.0;524.0;938.0;482.0;459.0;228.0
59.0;0;75.0;900.0;922.0;179.0;17.0
572.0;966.0;68.0;485.0;790.0;493.0;973.0
46.0;178.0;505.0;749.0;577.0;366.0;823.0
385.0;246.0;370.0;658.0;403.0;376.0;174.0
308.0;533.0;648.0;90.0;496.0;811.0;734.0
59.0;54.0;275.0;299.0;582.0;797.0;964.0
746.0;861.0;14.0;793.0;746.0;933.0;55.0
161.0;0;368.0;599.0;655.0;530.0;237.0
41.0;0;333.0;124.0;41.0;720.0;330.0
28.0;757.0;667.0;866.0;76.0;577.0;995.0
125.0;0;55.0;211.0;89.0;367.0;48.0
241.0;0;775.0;996.0;813.0;215.0;929.0
30.0;0;674.0;116.0;577.0;24.0;219.0
344.0;816.0;813.0;54.0;419.0;6.0;501.0
904.0;353.0;653.0;118.0;594.0;189.0;853.0
467.0;287.0;210.0;204.0;902.0;492.0;810.0
992.0;439.0;98.0;484.0;355.0;20.0;618.0
39.0;119.0;644.0;243.0;726.0;298.0;452.0
97.0;168.0;669.0;649.0;269.0;172.0;582.0
198.0;85.0;975.0;819.0;174.0;760.0;26.0
215.0;776.0;356.0;71.0;924.0;733.0;372.0
425.0;0;595.0;814.0;95.0;269.0;663.0
912.0;913.0;695.0;256.0;945.0;602.0;815.0
190.0;0;955.0;6.0;198.0;525.0;345.0
658.0;0;141.0;350.0;356.0;12.0;92.0
392.0;187.0;869.0;855.0;902.0;567.0;836.0
524.0;791.0;322.0;620.0;860.0;625.0;199.0
883.0;41.0;73.0;877.0;940.0;774.0;144.0
240.0;350.0;113.0;750.0;17.0;597.0;951.0
196.0;560.0;913.0;570.0;688.0;487.0;633.0
402.0;0;518.0;993.0;753.0;902.0;930.0
940.0;900.0;966.0;509.0;634.0;727.0;893.0
460.0;986.0;867.0;521.0;367.0;677.0;156.0
825.0;655.0;747.0;82.0;635.0;247.0;812.0
735.0;0;518.0;94.0;576.0;118.0;635.0
343.0;267.0;445.0;48.0;894.0;51.0;885.0
680.0;0;457.0;478.0;855.0;546.0;830.0
483.0;229.0;476.0;983.0;859.0;244.0;307.0
496.0;953.0;417.0;596.0;784.0;345.0;418.0
115.0;104.0;100.0;952.0;801.0;327.0;208.0
315.0;269.0;885.0;146.0;846.0;398.0;815.0
171.0;117.0;445.0;450.0;639.0;136.0;862.0
731.0;424.0;442.0;952.0;578.0;455.0;598.0
664.0;610.0;528.0;635.0;779.0;165.0;245.0
745.0;512.0;823.0;0.0;865.0;425.0;162.0
538.0;0;271.0;735.0;724.0;783.0;600.0
281.0;0;127.0;138.0;492.0;590.0;951.0
22.0;340.0;171.0;499.0;128.0;224.0;30.0
599.0;0;711.0;942.0;928.0;842.0;845.0
776.0;0;57.0;902.0;571.0;906.0;700.0
531.0;126.0;444.0;696.0;273.0;918.0;978.0
540.0;900.0;308.0;214.0;287.0;571.0;247.0
920.0;0;356.0;18.0;330.0;896.0;170.0
363.0;0;287.0;782.0;240.0;852.0;971.0
561.0;0;576.0;176.0;475.0;375.0;682.0
825.0;132.0;465.0;834.0;548.0;29.0;656.0
696.0;0;602.0;958.0;681.0;960.0;560.0
163.0;146.0;603.0;447.0;670.0;40.0;644.0
505.0;0;869.0;970.0;654.0;145.0;167.0
847.0;515.0;550.0;596.0;378.0;64.0;498.0
317.0;0;66.0;419.0;912.0;81.0;203.0
581.0;935.0;950.0;811.0;566.0;63.0;653.0
318.0;0;909.0;446.0;699.0;72.0;742.0
862.0;60.0;319.0;142.0;705.0;233.0;238.0
107.0;0;145.0;713.0;874.0;434.0;220.0
347.0;331.0;767.0;75.0;254.0;491.0;110.0
245.0;910.0;933.0;836.0;609.0;998.0;909.0
428.0;876.0;988.0;255.0;279.0;510.0;409.0
745.0;0;852.0;645.0;792.0;639.0;998.0
424.0;455.0;836.0;354.0;755.0;721.0;613.0
392.0;0;542.0;699.0;152.0;406.0;393.0
259.0;762.0;362.0;634.0;231.0;183.0;844.0
347.0;0;318.0;537.0;352.0;677.0;567.0
589.0;501.0;417.0;72.0;548.0;176.0;843.0
999.0;714.0;323.0;733.0;267.0;665.0;958.0
230.0;440.0;955.0;269.0;574.0;250.0;647.0
592.0;299.0;938.0;216.0;246.0;842.0;583.0
5.0;963.0;759.0;59.0;809.0;647.0;6.0
53.0;0;914.0;63.0;229.0;485.0;146.0
762.0;409.0;855.0;760.0;101.0;658.0;477.0
216.0;0;637.0;324.0;47.0;762.0;656.0
714.0;607.0;462.0;986.0;923.0;967.0;968.0
903.0;0;604.0;178.0;931.0;165.0;582.0
84.0;0;803.0;715.0;435.0;913.0;627.0
822.0;0;702.0;319.0;206.0;688.0;753.0
840.0;103.0;647.0;967.0;120.0;372.0;700.0
715.0;0;955.0;712.0;310.0;533.0;386.0
572.0;658.0;156.0;475.0;949.0;910.0;515.0
440.0;0;290.0;307.0;726.0;501.0;721.0
926.0;129.0;744.0;35.0;601.0;838.0;520.0
413.0;0;618.0;130.0;622.0;1.0;652.0
161.0;308.0;388.0;808.0;760.0;307.0;389.0
462.0;0;776.0;525.0;403.0;182.0;421.0
838.0;187.0;169.0;255.0;113.0;239.0;374.0
496.0;951.0;129.0;555.0;123.0;559.0;829.0
56.0;437.0;457.0;831.0;881.0;810.0;892.0
648.0;0;534.0;5.0;846.0;128.0;462.0
818.0;476.0;190.0;785.0;583.0;620.0;693.0
862.0;600.0;207.0;856.0;788.0;178.0;576.0
135.0;0;879.0;959.0;486.0;293.0;718.0
917.0;0;771.0;361.0;94.0;847.0;858.0
232.0;674.0;318.0;686.0;738.0;128.0;53.0
229.0;143.0;712.0;574.0;900.0;924.0;744.0
156.0;733.0;59.0;611.0;452.0;242.0;453.0
977.0;0;569.0;798.0;542.0;795.0;237.0
713.0;569.0;64.0;829.0;393.0;462.0;360.0
38.0;214.0;891.0;121.0;544.0;783.0;877.0
630.0;0;274.0;764.0;129.0;109.0;212.0
917.0;0;624.0;805.0;893.0;501.0;323.0
7.0;0;119.0;707.0;296.0;242.0;611.0
636.0;705.0;182.0;227.0;393.0;435.0;426.0
309.0;672.0;912.0;541.0;379.0;691.0;811.0
995.0;797.0;176.0;123.0;668.0;51.0;21.0
853.0;0;893.0;683.0;444.0;688.0;236.0
496.0;866.0;568.0;26.0;876.0;312.0;606.0
905.0;0;428.0;156.0;691.0;42.0;771.0
47.0;0;235.0;420.0;849.0;606.0;198.0
445.0;804.0;890.0;818.0;905.0;332.0;325.0
130.0;0;747.0;350.0;182.0;214.0;549.0
835.0;421.0;245.0;825.0;331.0;45.0;405.0
673.0;166.0;198.0;578.0;938.0;340.0;401.0
162.0;0;11.0;909.0;765.0;565.0;214.0
92.0;459.0;726.0;649.0;142.0;827.0;400.0
81.0;568.0;128.0;36.0;258.0;259.0;755.0
454.0;517.0;552.0;610.0;76.0;521.0;698.0
213.0;780.0;411.0;563.0;335.0;550.0;870.0
890.0;806.0;603.0;728.0;404.0;160.0;424.0
49.0;636.0;111.0;441.0;560.0;916.0;475.0
807.0;0;713.0;780.0;384.0;550.0;979.0
306.0;815.0;814.0;176.0;610.0;376.0;573.0
884.0;74.0;332.0;245.0;220.0;454.0;523.0
245.0;489.0;789.0;828.0;76.0;120.0;848.0
972.0;335.0;155.0;478.0;240.0;675.0;806.0
371.0;0;764.0;472.0;555.0;819.0;929.0
230.0;0;687.0;799.0;501.0;593.0;706.0
275.0;586.0;453.0;226.0;217.0;969.0;723.0
229.0;362.0;22.0;684.0;621.0;133.0;429.0
892.0;17.0;824.0;519.0;661.0;397.0;904.0
645.0;15.0;432.0;512.0;783.0;879.0;85.0
826.0;0;798.0;141.0;971.0;266.0;327.0
298.0;0;432.0;283.0;108.0;384.0;287.0
587.0;857.0;890.0;824.0;502.0;499.0;613.0
535.0;623.0;654.0;475.0;645.0;899.0;234.0
174.0;0;578.0;260.0;237.0;644.0;240.0
993.0;0;727.0;656.0;760.0;292.0;612.0
322.0;0;199.0;371.0;654.0;641.0;104.0
239.0;61.0;382.0;720.0;105.0;44.0;892.0
945.0;239.0;2.0;884.0;360.0;792.0;880.0
814.0;140.0;134.0;191.0;697.0;607.0;575.0
570.0;777.0;523.0;907.0;914.0;294.0;744.0
55.0;555.0;961.0;406.0;618.0;634.0;448.0
287.0;0;992.0;15.0;199.0;966.0;711.0
776.0;0;542.0;51.0;353.0;398.0;100.0
422.0;110.0;281.0;675.0;92.0;729.0;974.0
588.0;590.0;953.0;109.0;695.0;207.0;747.0
692.0;0;464.0;926.0;592.0;887.0;233.0
655.0;0;255.0;265.0;707.0;573.0;713.0
566.0;455.0;981.0;969.0;199.0;883.0;457.0
564.0;0;9.0;131.0;830.0;863.0;266.0
379.0;0;528.0;219.0;889.0;617.0;389.0
620.0;494.0;915.0;532.0;616.0;334.0;129.0
653.0;652.0;907.0;634.0;871.0;772.0;941.0
621.0;0;998.0;625.0;808.0;2.0;107.0
220.0;189.0;68.0;554.0;625.0;148.0;285.0
353.0;0;14.0;901.0;603.0;560.0;267.0
115.0;0;54.0;283.0;507.0;145.0;912.0
866.0;618.0;176.0;653.0;844.0;141.0;144.0
491.0;0;14.0;256.0;986.0;765.0;806.0
312.0;205.0;329.0;449.0;392.0;862.0;73.0
968.0;201.0;100.0;501.0;628.0;819.0;719.0
443.0;918.0;262.0;436.0;802.0;36.0;114.0
292.0;948.0;962.0;723.0;797.0;707.0;552.0
86.0;0;55.0;370.0;630.0;820.0;13.0
257.0;85.0;214.0;439.0;364.0;710.0;716.0
450.0;252.0;416.0;423.0;272.0;314.0;136.0
803.0;164.0;637.0;868.0;713.0;559.0;60.0
463.0;174.0;516.0;930.0;405.0;665.0;390.0
71.0;0;780.0;234.0;67.0;950.0;784.0
64.0;0;713.0;829.0;363.0;87.0;760.0
570.0;627.0;548.0;494.0;915.0;846.0;182.0
909.0;307.0;81.0;412.0;38.0;262.0;550.0
61.0;139.0;42.0;678.0;766.0;582.0;970.0
871.0;0;301.0;728.0;747.0;924.0;810.0
20.0;851.0;815.0;231.0;700.0;335.0;712.0
551.0;0;483.0;174.0;649.0;515.0;568.0
724.0;789.0;206.0;968.0;645.0;916.0;143.0
252.0;565.0;150.0;881.0;331.0;705.0;30.0
362.0;245.0;638.0;19.0;480.0;774.0;615.0
135.0;514.0;123.0;515.0;450.0;372.0;169.0
594.0;0;259.0;72.0;315.0;251.0;577.0
258.0;895.0;244.0;169.0;889.0;471.0;380.0
570.0;634.0;120.0;501.0;893.0;947.0;198.0
914.0;0.0;799.0;307.0;347.0;401.0;456.0
523.0;198.0;803.0;898.0;921.0;214.0;819.0
995.0;265.0;698.0;435.0;314.0;147.0;320.0
946.0;0;168.0;845.0;479.0;184.0;472.0
232.0;216.0;511.0;481.0;403.0;429.0;89.0
804.0;999.0;327.0;865.0;888.0;558.0;182.0
494.0;138.0;373.0;994.0;803.0;571.0;591.0
422.0;0;460.0;984.0;519.0;163.0;815.0
52.0;628.0;842.0;788.0;265.0;381.0;499.0
756.0;0;21.0;84.0;166.0;416.0;871.0
616.0;590.0;113.0;825.0;20.0;461.0;483.0
15.0;733.0;91.0;652.0;136.0;54.0;200.0
70.0;642.0;57.0;546.0;937.0;109.0;837.0
544.0;36.0;458.0;75.0;667.0;610.0;567.0
78.0;0;841.0;903.0;283.0;876.0;74.0
417.0;865.0;866.0;858.0;325.0;500.0;646.0
576.0;347.0;827.0;897.0;664.0;920.0;900.0
589.0;790.0;976.0;13.0;431.0;709.0;185.0
632.0;0;18.0;137.0;36.0;988.0;778.0
155.0;0;509.0;871.0;686.0;269.0;73.0
274.0;695.0;770.0;84.0;524.0;117.0;271.0
77.0;0;138.0;104.0;546.0;658.0;961.0
528.0;540.0;675.0;677.0;672.0;359.0;73.0
290.0;0;655.0;731.0;528.0;999.0;581.0
368.0;0;700.0;791.0;948.0;506.0;384.0
582.0;276.0;6.0;332.0;338.0;697.0;849.0
987.0;322.0;859.0;267.0;849.0;861.0;592.0
701.0;554.0;788.0;683.0;135.0;255.0;379.0
642.0;452.0;942.0;580.0;398.0;598.0;469.0
533.0;0;231.0;927.0;95.0;801.0;864.0
10.0;0;884.0;569.0;88.0;795.0;412.0
64.0;303.0;480.0;743.0;42.0;801.0;973.0
985.0;772.0;70.0;832.0;862.0;532.0;670.0
588.0;426.0;555.0;588.0;229.0;580.0;439.0
619.0;0;141.0;453.0;999.0;637.0;659.0
402.0;958.0;978.0;96.0;476.0;730.0;662.0
102.0;518.0;768.0;891.0;3.0;984.0;646.0
217.0;183.0;420.0;136.0;407.0;868.0;935.0
297.0;975.0;806.0;962.0;272.0;482.0;297.0
841.0;373.0;726.0;341.0;64.0;529.0;233.0
615.0;0;220.0;194.0;994.0;498.0;303.0
367.0;381.0;994.0;873.0;785.0;875.0;34.0
701.0;822.0;693.0;958.0;913.0;543.0;131.0
51.0;7.0;132.0;478.0;145.0;788.0;729.0
4.0;800.0;881.0;915.0;322.0;341.0;901.0
134.0;714.0;700.0;830.0;662.0;490.0;692.0
15.0;415.0;128.0;584.0;305.0;326.0;54.0
781.0;860.0;164.0;136.0;567.0;162.0;849.0
649.0;474.0;501.0;614.0;214.0;653.0;545.0
751.0;257.0;149.0;581.0;480.0;708.0;269.0
804.0;544.0;224.0;244.0;380.0;50.0;601.0
528.0;175.0;763.0;205.0;427.0;226.0;49.0
158.0;0;919.0;968.0;13.0;349.0;86.0
886.0;196.0;400.0;81.0;167.0;437.0;936.0
843.0;675.0;723.0;54.0;499.0;952.0;522.0
761.0;578.0;24.0;741.0;985.0;338.0;362.0
40.0;400.0;519.0;984.0;470.0;552.0;234.0
463.0;552.0;335.0;474.0;572.0;560.0;325.0
673.0;481.0;870.0;298.0;852.0;137.0;258.0
247.0;0;19.0;2.0;940.0;662.0;811.0
346.0;204.0;152.0;923.0;247.0;722.0;88.0
786.0;787.0;99.0;230.0;659.0;232.0;553.0
755.0;610.0;418.0;877.0;421.0;691.0;953.0
47.0;704.0;595.0;412.0;455.0;38.0;584.0
667.0;4.0;9.0;608.0;623.0;368.0;565.0
403.0;33.0;927.0;89.0;474.0;992.0;533.0
489.0;0;703.0;958.0;218.0;329.0;300.0
819.0;0;976.0;218.0;371.0;269.0;537.0
957.0;0;739.0;838.0;180.0;129.0;202.0
205.0;512.0;71.0;516.0;905.0;757.0;672.0
996.0;57.0;632.0;544.0;414.0;972.0;650.0
979.0;0;594.0;457.0;12.0;175.0;967.0
119.0;370.0;832.0;333.0;380.0;476.0;694.0
472.0;174.0;104.0;993.0;61.0;66.0;754.0
616.0;203.0;716.0;744.0;516.0;338.0;247.0
559.0;453.0;640.0;449.0;429.0;949.0;730.0
994.0;0;289.0;920.0;0.0;328.0;430.0
584.0;438.0;540.0;489.0;54.0;644.0;611.0
223.0;368.0;420.0;409.0;478.0;987.0;419.0
884.0;375.0;536.0;213.0;647.0;301.0;469.0
961.0;414.0;966.0;129.0;226.0;446.0;341.0
736.0;998.0;7.0;904.0;40.0;560.0;634.0
217.0;0;384.0;898.0;950.0;444.0;894.0
583.0;371.0;939.0;697.0;230.0;266.0;340.0
76.0;0;639.0;279.0;327.0;174.0;330.0
961.0;0;736.0;475.0;270.0;716.0;93.0
890.0;0;160.0;186.0;541.0;221.0;558.0
185.0;411.0;419.0;640.0;526.0;208.0;704.0
488.0;0;540.0;226.0;22.0;128.0;211.0
899.0;0;745.0;157.0;99.0;52.0;24.0
766.0;384.0;937.0;303.0;958.0;210.0;397.0
56.0;574.0;638.0;17.0;54.0;426.0;292.0
11.0;0;0.0;909.0;290.0;496.0;686.0
71.0;296.0;802.0;872.0;566.0;408.0;679.0
519.0;575.0;808.0;800.0;467.0;464.0;687.0
301.0;297.0;173.0;21.0;820.0;566.0;750.0
801.0;306.0;942.0;159.0;681.0;271.0;842.0
763.0;0;632.0;59.0;431.0;665.0;97.0
493.0;882.0;181.0;837.0;150.0;325.0;310.0
565.0;0;675.0;932.0;912.0;375.0;486.0
54.0;0;289.0;814.0;568.0;725.0;148.0
552.0;0;181.0;366.0;309.0;408.0;783.0
663.0;603.0;513.0;814.0;265.0;834.0;959.0
524.0;0;237.0;364.0;715.0;900.0;81.0
566.0;0;232.0;931.0;439.0;303.0;111.0
602.0;815.0;155.0;668.0;523.0;29.0;205.0
174.0;0;654.0;716.0;600.0;117.0;666.0
916.0;0;624.0;746.0;292.0;513.0;58.0
603.0;13.0;341.0;766.0;803.0;43.0;667.0
786.0;0;946.0;391.0;987.0;912.0;68.0
516.0;0;761.0;555.0;422.0;80.0;822.0
102.0;135.0;529.0;699.0;132.0;184.0;78.0
610.0;685.0;57.0;323.0;965.0;200.0;243.0
520.0;867.0;790.0;661.0;172.0;887.0;691.0
615.0;0;425.0;232.0;127.0;482.0;751.0
370.0;699.0;402.0;547.0;637.0;164.0;106.0
972.0;664.0;143.0;672.0;582.0;965.0;414.0
377.0;0;60.0;883.0;56.0;413.0;543.0
138.0;390.0;176.0;230.0;736.0;609.0;176.0
426.0;279.0;936.0;429.0;706.0;569.0;969.0
137.0;338.0;717.0;686.0;114.0;708.0;171.0
898.0;801.0;345.0;496.0;651.0;362.0;912.0
726.0;856.0;360.0;580.0;885.0;317.0;999.0
826.0;309.0;3.0;779.0;52.0;305.0;374.0
230.0;637.0;851.0;456.0;331.0;756.0;307.0
623.0;575.0;611.0;698.0;808.0;679.0;252.0
679.0;11.0;485.0;814.0;565.0;369.0;418.0
527.0;577.0;483.0;631.0;638.0;157.0;964.0
120.0;939.0;935.0;321.0;855.0;848.0;564.0
861.0;0;259.0;876.0;746.0;895.0;119.0
284.0;42.0;349.0;379.0;477.0;885.0;552.0
572.0;0;974.0;661.0;696.0;97.0;612.0
834.0;43.0;160.0;929.0;466.0;188.0;880.0
606.0;668.0;989.0;805.0;183.0;140.0;813.0
549.0;363.0;383.0;96.0;987.0;497.0;810.0
182.0;858.0;660.0;228.0;735.0;86.0;451.0
620.0;397.0;195.0;604.0;357.0;458.0;218.0
439.0;847.0;728.0;146.0;594.0;696.0;559.0
322.0;326.0;198.0;632.0;757.0;207.0;503.0
668.0;416.0;425.0;544.0;276.0;214.0;688.0
509.0;0;253.0;507.0;486.0;583.0;310.0
766.0;0;967.0;578.0;293.0;918.0;768.0
10.0;0;357.0;781.0;840.0;644.0;970.0
130.0;940.0;539.0;693.0;278.0;246.0;299.0
332.0;0;866.0;292.0;881.0;193.0;900.0
324.0;244.0;120.0;661.0;907.0;813.0;79.0
219.0;957.0;266.0;575.0;454.0;266.0;970.0
61.0;365.0;87.0;552.0;872.0;190.0;721.0
526.0;0;602.0;678.0;948.0;725.0;489.0
28.0;686.0;175.0;544.0;445.0;648.0;375.0
194.0;0;235.0;447.0;774.0;637.0;534.0
399.0;287.0;249.0;188.0;347.0;788.0;548.0
899.0;297.0;187.0;240.0;955.0;393.0;473.0
229.0;818.0;383.0;147.0;512.0;5.0;937.0
74.0;0;693.0;792.0;134.0;548.0;934.0
798.0;0;209.0;427.0;769.0;429.0;641.0
298.0;474.0;445.0;351.0;157.0;759.0;546.0
745.0;616.0;404.0;372.0;154.0;954.0;631.0
897.0;0;365.0;232.0;910.0;390.0;91.0
820.0;0;741.0;156.0;7.0;438.0;360.0
903.0;593.0;795.0;826.0;565.0;359.0;987.0
225.0;0;608.0;877.0;886.0;647.0;359.0
911.0;371.0;501.0;236.0;622.0;538.0;559.0
94.0;66.0;587.0;389.0;656.0;209.0;828.0
835.0;0;312.0;890.0;539.0;182.0;359.0
580.0;854.0;757.0;957.0;376.0;771.0;848.0
228.0;0;467.0;771.0;729.0;924.0;560.0
332.0;0;118.0;631.0;648.0;226.0;462.0
956.0;956.0;163.0;491.0;433.0;43.0;572.0
888.0;847.0;252.0;497.0;805.0;345.0;296.0
647.0;0;695.0;445.0;523.0;618.0;302.0
985.0;0;149.0;242.0;514.0;96.0;97.0
207.0;467.0;442.0;875.0;400.0;509.0;981.0
554.0;0;386.0;96.0;257.0;837.0;786.0
400.0;111.0;795.0;223.0;469.0;124.0;920.0
987.0;546.0;245.0;383.0;558.0;692.0;997.0
158.0;0;789.0;171.0;84.0;560.0;622.0
92.0;338.0;835.0;326.0;440.0;269.0;791.0
409.0;0;410.0;673.0;330.0;291.0;217.0
472.0;0;858.0;132.0;59.0;475.0;99.0
378.0;0;394.0;454.0;989.0;57.0;324.0
481.0;0;290.0;313.0;32.0;60.0;143.0
112.0;420.0;488.0;817.0;872.0;669.0;30.0
307.0;514.0;317.0;359.0;33.0;886.0;455.0
634.0;726.0;824.0;29.0;13.0;713.0;556.0
75.0;421.0;402.0;622.0;202.0;117.0;785.0
855.0;653.0;196.0;141.0;184.0;89.0;178.0
209.0;0;365.0;955.0;841.0;229.0;451.0
606.0;880.0;155.0;402.0;632.0;965.0;251.0
292.0;0;974.0;958.0;444.0;121.0;731.0
911.0;763.0;445.0;25.0;458.0;183.0;670.0
870.0;0;554.0;41.0;102.0;245.0;899.0
464.0;0;16.0;176.0;245.0;196.0;599.0
113.0;525.0;150.0;937.0;400.0;562.0;939.0
683.0;0;614.0;865.0;918.0;41.0;646.0
79.0;0;381.0;607.0;454.0;867.0;177.0
473.0;0;942.0;356.0;688.0;823.0;779.0
542.0;0;710.0;946.0;873.0;362.0;64.0
214.0;143.0;180.0;172.0;422.0;118.0;597.0
617.0;0;14.0;387.0;211.0;804.0;35.0
390.0;49.0;559.0;676.0;871.0;723.0;171.0
501.0;199.0;128.0;276.0;47.0;526.0;104.0
429.0;0;737.0;421.0;278.0;633.0;860.0
490.0;139.0;588.0;63.0;728.0;343.0;778.0
28.0;460.0;144.0;780.0;681.0;613.0;187.0
745.0;588.0;200.0;770.0;133.0;26.0;206.0
325.0;0;121.0;592.0;486.0;311.0;330.0
116.0;0;163.0;661.0;630.0;191.0;198.0
469.0;636.0;844.0;267.0;895.0;968.0;820.0
980.0;0;329.0;927.0;716.0;473.0;923.0
292.0;0;71.0;513.0;164.0;383.0;664.0
114.0;0;648.0;14.0;752.0;176.0;119.0
256.0;0;762.0;326.0;903.0;145.0;291.0
928.0;600.0;723.0;182.0;867.0;470.0;453.0
706.0;0;608.0;181.0;312.0;212.0;693.0
856.0;334.0;226.0;296.0;824.0;817.0;412.0
101.0;621.0;505.0;45.0;267.0;988.0;273.0
732.0;0;863.0;981.0;482.0;188.0;668.0
766.0;0;490.0;90.0;857.0;732.0;900.0
125.0;0;928.0;544.0;70.0;805.0;391.0
487.0;0;160.0;297.0;534.0;468.0;359.0
223.0;364.0;35.0;79.0;415.0;106.0;319.0
661.0;879.0;283.0;472.0;932.0;64.0;965.0
485.0;468.0;133.0;346.0;127.0;139.0;405.0
58.0;229.0;890.0;579.0;803.0;320.0;572.0
938.0;0;677.0;125.0;162.0;186.0;532.0
708.0;840.0;173.0;318.0;468.0;835.0;177.0
69.0;504.0;717.0;435.0;170.0;777.0;234.0
222.0;456.0;286.0;573.0;463.0;915.0;539.0
904.0;16.0;136.0;430.0;253.0;638.0;14.0
748.0;794.0;983.0;107.0;326.0;350.0;943.0
491.0;757.0;701.0;242.0;939.0;59.0;797.0
232.0;0;924.0;381.0;99.0;442.0;949.0
398.0;301.0;800.0;160.0;428.0;436.0;95.0
576.0;986.0;376.0;249.0;70.0;558.0;814.0
286.0;321.0;500.0;43.0;629.0;549.0;30.0
235.0;151.0;374.0;144.0;695.0;682.0;876.0
107.0;193.0;522.0;678.0;592.0;154.0;816.0
266.0;210.0;209.0;617.0;483.0;873.0;78.0
814.0;0;213.0;121.0;288.0;687.0;273.0
902.0;48.0;43.0;36.0;881.0;800.0;291.0
373.0;0;126.0;764.0;342.0;474.0;552.0
476.0;541.0;621.0;208.0;600.0;845.0;404.0
88.0;0;360.0;758.0;897.0;593.0;953.0
127.0;985.0;138.0;413.0;305.0;259.0;581.0
572.0;0;319.0;547.0;93.0;77.0;310.0
467.0;652.0;414.0;459.0;853.0;295.0;114.0
615.0;0;830.0;824.0;987.0;441.0;67.0
257.0;451.0;223.0;184.0;530.0;60.0;236.0
54.0;140.0;656.0;762.0;774.0;208.0;370.0
142.0;0;205.0;996.0;601.0;316.0;121.0
762.0;65.0;75.0;258.0;506.0;498.0;600.0
44.0;0;212.0;339.0;305.0;950.0;978.0
567.0;632.0;969.0;552.0;43.0;989.0;38.0
548.0;364.0;290.0;926.0;31.0;689.0;592.0
660.0;527.0;768.0;92.0;813.0;953.0;825.0
454.0;339.0;506.0;253.0;583.0;308.0;647.0
675.0;148.0;580.0;39.0;165.0;604.0;452.0
865.0;711.0;763.0;780.0;77.0;444.0;855.0
939.0;948.0;998.0;541.0;883.0;181.0;115.0
81.0;640.0;151.0;887.0;293.0;989.0;23.0
518.0;657.0;598.0;982.0;705.0;935.0;146.0
109.0;816.0;188.0;343.0;983.0;670.0;444.0
