BillingInfoNode;DeliveryAddressNode;ProcessReservationNode;SelectModeOfReciptNode;PaymentInfoNode;ProcessPaymentNode;TravelInfoNode
644.0;229.0;108.0;283.0;263.0;983.0;26.0
270.0;n/a;26.0;528.0;479.0;836.0;458.0
645.0;n/a;381.0;239.0;817.0;46.0;94.0
840.0;n/a;389.0;904.0;375.0;706.0;588.0
550.0;39.0;835.0;159.0;949.0;863.0;607.0
927.0;n/a;655.0;174.0;569.0;960.0;192.0
618.0;n/a;880.0;154.0;402.0;667.0;95.0
77.0;562.0;753.0;61.0;659.0;144.0;350.0
539.0;n/a;260.0;332.0;744.0;201.0;448.0
302.0;806.0;309.0;635.0;157.0;30.0;849.0
431.0;569.0;156.0;1.0;245.0;781.0;735.0
999.0;369.0;400.0;597.0;540.0;643.0;34.0
93.0;128.0;334.0;913.0;129.0;848.0;214.0
776.0;n/a;255.0;612.0;293.0;374.0;25.0
970.0;770.0;831.0;842.0;303.0;465.0;948.0
679.0;732.0;159.0;472.0;772.0;269.0;509.0
475.0;404.0;769.0;98.0;56.0;699.0;971.0
971.0;n/a;602.0;847.0;160.0;17.0;139.0
16.0;n/a;641.0;129.0;121.0;314.0;447.0
879.0;318.0;967.0;329.0;208.0;701.0;959.0
763.0;n/a;473.0;595.0;299.0;449.0;747.0
131.0;783.0;236.0;416.0;846.0;213.0;277.0
352.0;259.0;36.0;848.0;280.0;328.0;154.0
696.0;n/a;933.0;742.0;378.0;675.0;884.0
497.0;n/a;145.0;900.0;155.0;405.0;875.0
467.0;n/a;24.0;183.0;200.0;513.0;772.0
74.0;n/a;240.0;748.0;542.0;31.0;219.0
125.0;299.0;910.0;390.0;185.0;389.0;66.0
369.0;494.0;255.0;412.0;734.0;265.0;337.0
696.0;n/a;248.0;903.0;316.0;954.0;682.0
591.0;n/a;818.0;44.0;420.0;476.0;280.0
613.0;n/a;509.0;213.0;20.0;58.0;271.0
997.0;645.0;514.0;918.0;543.0;2.0;315.0
900.0;n/a;629.0;40.0;127.0;642.0;248.0
764.0;n/a;90.0;916.0;273.0;380.0;248.0
344.0;n/a;274.0;754.0;150.0;423.0;852.0
806.0;496.0;854.0;238.0;416.0;348.0;925.0
138.0;n/a;152.0;359.0;995.0;524.0;822.0
528.0;n/a;969.0;407.0;388.0;980.0;258.0
990.0;n/a;305.0;996.0;615.0;473.0;99.0
954.0;n/a;646.0;672.0;349.0;553.0;488.0
569.0;794.0;11.0;462.0;2.0;914.0;714.0
899.0;331.0;250.0;418.0;87.0;709.0;35.0
705.0;n/a;218.0;931.0;601.0;415.0;273.0
344.0;n/a;363.0;688.0;282.0;284.0;874.0
149.0;698.0;889.0;843.0;949.0;265.0;965.0
815.0;580.0;870.0;860.0;58.0;71.0;691.0
391.0;578.0;689.0;100.0;874.0;309.0;175.0
530.0;653.0;175.0;742.0;349.0;673.0;675.0
799.0;n/a;18.0;397.0;352.0;897.0;28.0
112.0;819.0;101.0;72.0;827.0;245.0;476.0
127.0;810.0;736.0;364.0;239.0;923.0;306.0
734.0;n/a;533.0;340.0;990.0;12.0;12.0
163.0;992.0;345.0;453.0;429.0;843.0;792.0
716.0;632.0;642.0;898.0;206.0;52.0;418.0
709.0;n/a;909.0;38.0;413.0;610.0;873.0
646.0;n/a;574.0;469.0;93.0;592.0;915.0
800.0;207.0;347.0;982.0;401.0;888.0;616.0
921.0;n/a;261.0;410.0;310.0;388.0;302.0
494.0;64.0;963.0;904.0;91.0;302.0;267.0
804.0;702.0;186.0;688.0;570.0;514.0;464.0
711.0;n/a;177.0;747.0;46.0;260.0;157.0
152.0;832.0;883.0;19.0;868.0;312.0;167.0
684.0;0.0;955.0;358.0;765.0;453.0;768.0
906.0;n/a;415.0;318.0;70.0;2.0;345.0
488.0;264.0;850.0;377.0;758.0;153.0;148.0
700.0;n/a;662.0;187.0;580.0;249.0;343.0
828.0;252.0;983.0;540.0;256.0;415.0;522.0
299.0;n/a;487.0;469.0;823.0;722.0;88.0
997.0;n/a;293.0;691.0;939.0;303.0;27.0
306.0;431.0;621.0;889.0;926.0;148.0;369.0
675.0;n/a;523.0;563.0;978.0;536.0;878.0
515.0;379.0;215.0;233.0;99.0;145.0;74.0
486.0;n/a;155.0;89.0;811.0;861.0;778.0
120.0;n/a;626.0;229.0;895.0;494.0;775.0
725.0;407.0;818.0;268.0;825.0;502.0;685.0
392.0;839.0;233.0;783.0;238.0;455.0;875.0
673.0;n/a;924.0;534.0;197.0;99.0;572.0
495.0;218.0;594.0;539.0;636.0;384.0;222.0
932.0;n/a;247.0;827.0;634.0;872.0;718.0
998.0;n/a;789.0;83.0;414.0;746.0;365.0
769.0;191.0;675.0;666.0;712.0;405.0;793.0
256.0;n/a;528.0;287.0;634.0;2.0;880.0
435.0;133.0;820.0;472.0;412.0;107.0;829.0
18.0;n/a;765.0;5.0;52.0;282.0;220.0
31.0;n/a;934.0;933.0;638.0;758.0;62.0
557.0;585.0;855.0;316.0;203.0;486.0;405.0
873.0;996.0;622.0;249.0;989.0;747.0;976.0
598.0;139.0;95.0;879.0;81.0;709.0;649.0
854.0;n/a;127.0;367.0;69.0;864.0;340.0
921.0;n/a;162.0;594.0;622.0;946.0;475.0
589.0;n/a;969.0;438.0;331.0;772.0;595.0
994.0;n/a;108.0;186.0;218.0;30.0;781.0
918.0;265.0;307.0;936.0;995.0;792.0;841.0
768.0;n/a;374.0;990.0;277.0;389.0;80.0
946.0;n/a;546.0;159.0;374.0;868.0;558.0
393.0;n/a;177.0;115.0;632.0;769.0;181.0
343.0;276.0;311.0;742.0;78.0;641.0;301.0
959.0;580.0;772.0;37.0;571.0;550.0;256.0
959.0;n/a;55.0;877.0;820.0;825.0;577.0
947.0;n/a;981.0;727.0;33.0;248.0;715.0
649.0;484.0;534.0;244.0;753.0;860.0;788.0
610.0;206.0;986.0;520.0;540.0;810.0;304.0
481.0;591.0;359.0;949.0;331.0;594.0;789.0
295.0;576.0;412.0;546.0;790.0;910.0;574.0
746.0;837.0;441.0;831.0;193.0;965.0;626.0
313.0;74.0;646.0;810.0;383.0;166.0;731.0
258.0;n/a;735.0;286.0;848.0;559.0;424.0
593.0;585.0;827.0;891.0;791.0;200.0;720.0
0.0;n/a;442.0;137.0;594.0;1.0;772.0
890.0;534.0;31.0;523.0;587.0;476.0;929.0
805.0;n/a;565.0;753.0;939.0;499.0;377.0
198.0;n/a;24.0;288.0;863.0;747.0;657.0
275.0;978.0;176.0;698.0;604.0;565.0;502.0
134.0;n/a;65.0;979.0;953.0;694.0;24.0
578.0;n/a;139.0;620.0;543.0;273.0;670.0
277.0;n/a;440.0;732.0;653.0;785.0;198.0
699.0;n/a;411.0;71.0;432.0;794.0;263.0
643.0;n/a;380.0;136.0;864.0;145.0;131.0
658.0;n/a;289.0;19.0;472.0;601.0;264.0
434.0;n/a;268.0;811.0;560.0;774.0;256.0
638.0;575.0;129.0;331.0;64.0;380.0;218.0
114.0;n/a;838.0;240.0;37.0;679.0;836.0
417.0;n/a;933.0;309.0;919.0;47.0;982.0
786.0;871.0;443.0;156.0;502.0;539.0;863.0
247.0;533.0;592.0;40.0;315.0;92.0;418.0
936.0;986.0;339.0;602.0;860.0;32.0;660.0
698.0;247.0;732.0;359.0;475.0;221.0;749.0
492.0;426.0;271.0;651.0;46.0;272.0;883.0
116.0;295.0;915.0;770.0;335.0;19.0;874.0
207.0;941.0;511.0;663.0;540.0;379.0;956.0
45.0;n/a;54.0;462.0;285.0;399.0;320.0
566.0;213.0;60.0;384.0;197.0;723.0;457.0
110.0;n/a;755.0;598.0;773.0;147.0;949.0
911.0;n/a;466.0;177.0;772.0;328.0;198.0
895.0;n/a;420.0;970.0;838.0;270.0;936.0
48.0;n/a;393.0;44.0;528.0;60.0;575.0
597.0;872.0;258.0;16.0;797.0;753.0;874.0
928.0;263.0;572.0;616.0;397.0;787.0;347.0
604.0;n/a;903.0;297.0;914.0;939.0;980.0
483.0;n/a;807.0;903.0;103.0;663.0;7.0
851.0;n/a;720.0;585.0;879.0;510.0;512.0
650.0;n/a;902.0;947.0;933.0;249.0;9.0
903.0;785.0;795.0;68.0;837.0;627.0;143.0
69.0;52.0;585.0;182.0;68.0;243.0;99.0
246.0;n/a;33.0;64.0;162.0;252.0;158.0
684.0;n/a;558.0;3.0;559.0;107.0;796.0
943.0;365.0;475.0;245.0;840.0;303.0;984.0
564.0;114.0;462.0;113.0;467.0;259.0;926.0
794.0;942.0;708.0;928.0;43.0;101.0;393.0
391.0;695.0;321.0;777.0;932.0;876.0;643.0
158.0;n/a;952.0;501.0;67.0;683.0;258.0
409.0;877.0;527.0;75.0;558.0;236.0;358.0
412.0;n/a;710.0;394.0;879.0;854.0;280.0
817.0;n/a;932.0;93.0;926.0;347.0;104.0
945.0;n/a;250.0;714.0;714.0;689.0;972.0
480.0;277.0;682.0;158.0;49.0;699.0;410.0
995.0;n/a;233.0;233.0;659.0;986.0;672.0
398.0;n/a;591.0;115.0;319.0;91.0;64.0
853.0;n/a;955.0;943.0;85.0;506.0;431.0
274.0;51.0;448.0;632.0;421.0;190.0;196.0
994.0;40.0;133.0;328.0;356.0;691.0;860.0
282.0;453.0;370.0;425.0;238.0;544.0;78.0
664.0;n/a;962.0;463.0;311.0;661.0;182.0
499.0;n/a;303.0;628.0;943.0;636.0;687.0
389.0;185.0;572.0;429.0;731.0;8.0;24.0
527.0;n/a;983.0;680.0;420.0;592.0;443.0
3.0;n/a;119.0;502.0;496.0;749.0;755.0
703.0;n/a;220.0;269.0;993.0;989.0;589.0
671.0;n/a;591.0;444.0;860.0;311.0;364.0
804.0;833.0;325.0;857.0;754.0;54.0;366.0
454.0;969.0;694.0;725.0;213.0;378.0;212.0
118.0;646.0;224.0;189.0;772.0;909.0;751.0
525.0;20.0;477.0;716.0;884.0;11.0;308.0
314.0;179.0;152.0;934.0;208.0;794.0;872.0
790.0;n/a;832.0;125.0;462.0;334.0;307.0
804.0;629.0;223.0;625.0;840.0;293.0;380.0
434.0;65.0;978.0;436.0;726.0;804.0;628.0
908.0;n/a;313.0;788.0;922.0;913.0;527.0
934.0;n/a;11.0;49.0;894.0;414.0;807.0
175.0;n/a;949.0;820.0;673.0;865.0;874.0
255.0;939.0;261.0;121.0;159.0;193.0;915.0
156.0;n/a;187.0;34.0;569.0;418.0;930.0
445.0;220.0;534.0;162.0;618.0;205.0;265.0
774.0;125.0;284.0;361.0;82.0;488.0;805.0
128.0;540.0;68.0;787.0;386.0;726.0;543.0
240.0;572.0;734.0;542.0;132.0;186.0;457.0
307.0;336.0;712.0;424.0;385.0;957.0;638.0
628.0;569.0;944.0;118.0;716.0;96.0;845.0
92.0;749.0;911.0;794.0;88.0;355.0;761.0
926.0;n/a;331.0;727.0;975.0;993.0;696.0
36.0;885.0;7.0;553.0;546.0;948.0;844.0
382.0;n/a;178.0;36.0;756.0;883.0;940.0
279.0;148.0;373.0;402.0;256.0;278.0;192.0
161.0;991.0;830.0;54.0;608.0;4.0;620.0
767.0;n/a;653.0;713.0;736.0;137.0;556.0
381.0;n/a;968.0;98.0;357.0;660.0;780.0
804.0;50.0;988.0;877.0;898.0;925.0;856.0
137.0;751.0;99.0;577.0;576.0;601.0;407.0
555.0;n/a;609.0;320.0;247.0;82.0;355.0
432.0;9.0;814.0;559.0;926.0;788.0;664.0
109.0;n/a;285.0;643.0;495.0;579.0;460.0
951.0;n/a;878.0;882.0;352.0;425.0;363.0
230.0;n/a;679.0;889.0;657.0;343.0;451.0
294.0;n/a;218.0;377.0;924.0;318.0;562.0
650.0;951.0;644.0;483.0;782.0;246.0;486.0
987.0;n/a;686.0;211.0;264.0;441.0;882.0
141.0;463.0;663.0;970.0;790.0;678.0;790.0
720.0;337.0;823.0;753.0;0.0;312.0;629.0
917.0;987.0;906.0;813.0;721.0;934.0;252.0
782.0;n/a;194.0;966.0;207.0;527.0;514.0
896.0;813.0;171.0;367.0;30.0;370.0;82.0
631.0;n/a;785.0;356.0;559.0;36.0;147.0
540.0;n/a;498.0;946.0;335.0;452.0;19.0
27.0;n/a;621.0;709.0;191.0;406.0;300.0
264.0;98.0;915.0;823.0;601.0;937.0;246.0
392.0;n/a;314.0;844.0;66.0;875.0;401.0
270.0;218.0;983.0;757.0;475.0;112.0;601.0
218.0;n/a;894.0;726.0;91.0;408.0;95.0
997.0;854.0;973.0;223.0;387.0;489.0;703.0
127.0;96.0;878.0;335.0;77.0;860.0;675.0
0.0;744.0;215.0;351.0;789.0;824.0;883.0
269.0;n/a;992.0;924.0;220.0;151.0;796.0
977.0;627.0;846.0;297.0;942.0;812.0;129.0
185.0;826.0;143.0;83.0;550.0;157.0;385.0
547.0;n/a;336.0;672.0;478.0;771.0;7.0
985.0;n/a;201.0;598.0;893.0;944.0;676.0
35.0;587.0;641.0;529.0;649.0;291.0;311.0
820.0;397.0;19.0;468.0;607.0;418.0;17.0
862.0;691.0;106.0;945.0;890.0;204.0;489.0
586.0;n/a;87.0;717.0;912.0;607.0;986.0
176.0;n/a;242.0;784.0;144.0;378.0;638.0
584.0;n/a;677.0;496.0;987.0;358.0;183.0
870.0;276.0;138.0;578.0;675.0;326.0;597.0
922.0;580.0;135.0;659.0;188.0;436.0;124.0
231.0;981.0;4.0;61.0;256.0;688.0;877.0
844.0;867.0;843.0;31.0;902.0;232.0;989.0
270.0;28.0;75.0;609.0;966.0;669.0;636.0
8.0;n/a;355.0;745.0;231.0;36.0;532.0
483.0;n/a;467.0;442.0;407.0;409.0;310.0
609.0;84.0;543.0;360.0;404.0;986.0;959.0
935.0;814.0;232.0;711.0;642.0;373.0;392.0
824.0;n/a;33.0;410.0;873.0;228.0;532.0
59.0;618.0;390.0;433.0;146.0;417.0;324.0
421.0;874.0;777.0;349.0;410.0;357.0;698.0
584.0;253.0;453.0;435.0;416.0;751.0;713.0
383.0;n/a;697.0;330.0;669.0;553.0;800.0
225.0;77.0;627.0;33.0;432.0;521.0;996.0
394.0;554.0;311.0;605.0;333.0;750.0;491.0
32.0;216.0;448.0;540.0;663.0;591.0;960.0
695.0;n/a;975.0;871.0;32.0;598.0;570.0
516.0;n/a;153.0;279.0;423.0;330.0;481.0
262.0;385.0;801.0;328.0;615.0;957.0;171.0
834.0;908.0;451.0;98.0;123.0;776.0;992.0
194.0;2.0;130.0;506.0;64.0;909.0;16.0
614.0;968.0;610.0;237.0;473.0;362.0;620.0
249.0;667.0;615.0;271.0;291.0;893.0;595.0
666.0;n/a;569.0;445.0;210.0;370.0;792.0
913.0;999.0;337.0;972.0;82.0;117.0;76.0
668.0;n/a;524.0;352.0;355.0;828.0;92.0
943.0;n/a;902.0;756.0;744.0;687.0;299.0
682.0;636.0;697.0;574.0;569.0;440.0;468.0
935.0;166.0;560.0;807.0;196.0;8.0;112.0
256.0;153.0;381.0;402.0;493.0;745.0;808.0
615.0;n/a;623.0;947.0;419.0;541.0;738.0
162.0;61.0;58.0;752.0;107.0;889.0;595.0
220.0;n/a;860.0;860.0;996.0;332.0;868.0
842.0;n/a;73.0;90.0;804.0;394.0;491.0
485.0;357.0;863.0;199.0;222.0;282.0;243.0
109.0;545.0;684.0;472.0;350.0;710.0;665.0
636.0;n/a;773.0;320.0;565.0;829.0;999.0
761.0;n/a;438.0;142.0;79.0;722.0;268.0
171.0;4.0;399.0;46.0;717.0;1.0;133.0
803.0;n/a;825.0;228.0;656.0;379.0;857.0
106.0;n/a;692.0;962.0;944.0;143.0;306.0
349.0;55.0;3.0;6.0;49.0;481.0;490.0
395.0;n/a;604.0;304.0;692.0;42.0;804.0
727.0;631.0;66.0;71.0;886.0;878.0;238.0
737.0;n/a;15.0;921.0;528.0;846.0;143.0
873.0;n/a;653.0;580.0;725.0;791.0;171.0
572.0;912.0;221.0;537.0;727.0;72.0;518.0
821.0;n/a;285.0;432.0;709.0;346.0;666.0
779.0;n/a;576.0;835.0;699.0;597.0;150.0
275.0;n/a;636.0;99.0;827.0;320.0;999.0
890.0;n/a;947.0;786.0;680.0;952.0;242.0
682.0;n/a;424.0;126.0;400.0;794.0;683.0
56.0;n/a;414.0;977.0;366.0;124.0;987.0
567.0;n/a;917.0;602.0;16.0;994.0;404.0
58.0;n/a;357.0;732.0;628.0;864.0;160.0
170.0;133.0;966.0;623.0;504.0;126.0;123.0
502.0;536.0;492.0;683.0;566.0;161.0;610.0
920.0;n/a;885.0;48.0;340.0;508.0;826.0
933.0;n/a;860.0;212.0;204.0;608.0;831.0
841.0;670.0;583.0;990.0;552.0;678.0;516.0
393.0;n/a;986.0;385.0;503.0;158.0;369.0
656.0;n/a;771.0;901.0;799.0;680.0;678.0
903.0;46.0;249.0;247.0;489.0;516.0;468.0
598.0;n/a;514.0;353.0;305.0;765.0;336.0
171.0;687.0;874.0;631.0;463.0;729.0;21.0
802.0;n/a;586.0;467.0;806.0;607.0;807.0
992.0;498.0;669.0;139.0;888.0;214.0;988.0
819.0;n/a;107.0;970.0;924.0;363.0;282.0
378.0;750.0;642.0;594.0;973.0;48.0;943.0
678.0;n/a;308.0;785.0;266.0;446.0;799.0
961.0;479.0;23.0;964.0;99.0;550.0;919.0
325.0;n/a;873.0;137.0;142.0;968.0;605.0
939.0;n/a;921.0;686.0;375.0;687.0;73.0
363.0;n/a;861.0;338.0;593.0;219.0;121.0
418.0;n/a;549.0;146.0;586.0;47.0;396.0
125.0;752.0;149.0;34.0;65.0;222.0;982.0
696.0;n/a;80.0;354.0;467.0;179.0;1.0
555.0;190.0;400.0;476.0;806.0;276.0;308.0
108.0;n/a;386.0;248.0;857.0;331.0;897.0
113.0;n/a;156.0;301.0;524.0;963.0;316.0
667.0;n/a;184.0;198.0;509.0;258.0;873.0
941.0;n/a;270.0;746.0;687.0;173.0;17.0
678.0;233.0;910.0;452.0;723.0;629.0;715.0
810.0;140.0;695.0;339.0;926.0;852.0;734.0
227.0;n/a;915.0;718.0;30.0;185.0;457.0
354.0;343.0;680.0;429.0;467.0;160.0;79.0
737.0;n/a;278.0;806.0;550.0;711.0;889.0
1.0;n/a;707.0;317.0;800.0;109.0;844.0
831.0;n/a;851.0;658.0;689.0;183.0;752.0
371.0;345.0;693.0;551.0;999.0;557.0;815.0
792.0;407.0;785.0;995.0;192.0;498.0;775.0
659.0;n/a;83.0;172.0;408.0;615.0;906.0
252.0;n/a;730.0;273.0;392.0;486.0;103.0
948.0;n/a;329.0;875.0;541.0;545.0;474.0
372.0;n/a;130.0;399.0;302.0;432.0;990.0
580.0;81.0;728.0;376.0;714.0;726.0;675.0
657.0;n/a;645.0;904.0;643.0;862.0;301.0
996.0;954.0;959.0;8.0;820.0;472.0;75.0
220.0;n/a;346.0;114.0;854.0;35.0;227.0
315.0;n/a;829.0;636.0;185.0;5.0;213.0
376.0;n/a;603.0;854.0;934.0;970.0;151.0
169.0;568.0;623.0;612.0;854.0;73.0;893.0
123.0;n/a;340.0;134.0;231.0;652.0;243.0
287.0;n/a;964.0;768.0;992.0;146.0;787.0
914.0;n/a;756.0;484.0;9.0;625.0;862.0
757.0;542.0;602.0;233.0;913.0;919.0;338.0
711.0;n/a;611.0;800.0;301.0;586.0;216.0
906.0;716.0;747.0;2.0;279.0;500.0;770.0
549.0;n/a;711.0;656.0;633.0;66.0;678.0
398.0;773.0;357.0;704.0;818.0;551.0;563.0
204.0;359.0;675.0;582.0;823.0;846.0;343.0
367.0;n/a;399.0;765.0;225.0;595.0;852.0
868.0;897.0;325.0;104.0;849.0;3.0;128.0
370.0;715.0;444.0;658.0;381.0;83.0;740.0
281.0;n/a;723.0;745.0;583.0;208.0;232.0
267.0;576.0;969.0;698.0;806.0;990.0;706.0
650.0;n/a;948.0;224.0;684.0;892.0;233.0
52.0;n/a;160.0;642.0;602.0;501.0;614.0
77.0;n/a;56.0;59.0;738.0;529.0;161.0
529.0;n/a;731.0;983.0;858.0;786.0;47.0
89.0;n/a;330.0;356.0;307.0;235.0;498.0
414.0;n/a;547.0;630.0;746.0;727.0;195.0
512.0;n/a;97.0;823.0;597.0;840.0;677.0
41.0;n/a;479.0;711.0;645.0;743.0;557.0
217.0;453.0;873.0;226.0;57.0;999.0;654.0
963.0;n/a;672.0;137.0;981.0;156.0;307.0
6.0;257.0;706.0;634.0;904.0;704.0;681.0
600.0;203.0;688.0;909.0;162.0;196.0;901.0
996.0;868.0;421.0;177.0;934.0;731.0;478.0
177.0;n/a;916.0;637.0;16.0;94.0;867.0
467.0;n/a;607.0;713.0;681.0;279.0;135.0
558.0;n/a;207.0;401.0;735.0;431.0;244.0
988.0;738.0;836.0;544.0;312.0;816.0;504.0
576.0;n/a;435.0;655.0;55.0;161.0;812.0
838.0;n/a;663.0;761.0;307.0;49.0;931.0
539.0;344.0;786.0;729.0;909.0;854.0;72.0
267.0;497.0;562.0;211.0;868.0;321.0;729.0
121.0;n/a;401.0;583.0;950.0;757.0;542.0
85.0;n/a;983.0;869.0;309.0;749.0;325.0
831.0;n/a;81.0;374.0;352.0;123.0;654.0
154.0;176.0;390.0;393.0;70.0;256.0;54.0
923.0;731.0;488.0;994.0;624.0;688.0;93.0
698.0;925.0;639.0;31.0;788.0;682.0;46.0
971.0;n/a;550.0;470.0;659.0;360.0;605.0
166.0;n/a;908.0;702.0;956.0;140.0;829.0
926.0;120.0;1.0;854.0;369.0;171.0;597.0
681.0;938.0;715.0;500.0;947.0;417.0;874.0
401.0;n/a;26.0;106.0;852.0;490.0;635.0
250.0;n/a;168.0;107.0;830.0;855.0;713.0
334.0;517.0;504.0;73.0;811.0;182.0;909.0
817.0;915.0;574.0;59.0;583.0;625.0;434.0
333.0;897.0;574.0;750.0;136.0;134.0;452.0
328.0;n/a;344.0;103.0;131.0;699.0;622.0
364.0;n/a;243.0;317.0;898.0;770.0;878.0
775.0;n/a;663.0;135.0;443.0;338.0;732.0
985.0;n/a;769.0;899.0;85.0;639.0;219.0
507.0;n/a;224.0;742.0;859.0;645.0;681.0
779.0;53.0;576.0;875.0;825.0;907.0;646.0
165.0;n/a;644.0;396.0;223.0;124.0;642.0
736.0;960.0;745.0;509.0;343.0;339.0;850.0
42.0;n/a;462.0;626.0;208.0;496.0;927.0
957.0;n/a;364.0;982.0;956.0;124.0;715.0
238.0;677.0;804.0;71.0;724.0;719.0;55.0
580.0;n/a;956.0;940.0;429.0;232.0;808.0
710.0;387.0;376.0;142.0;336.0;730.0;132.0
244.0;n/a;996.0;128.0;447.0;151.0;365.0
440.0;583.0;538.0;324.0;310.0;403.0;615.0
491.0;n/a;665.0;137.0;208.0;174.0;767.0
834.0;n/a;137.0;197.0;299.0;598.0;498.0
998.0;551.0;960.0;369.0;661.0;935.0;249.0
920.0;n/a;684.0;466.0;563.0;48.0;385.0
195.0;975.0;822.0;801.0;904.0;519.0;254.0
522.0;797.0;839.0;515.0;707.0;259.0;133.0
769.0;298.0;724.0;823.0;544.0;92.0;508.0
339.0;n/a;615.0;694.0;69.0;611.0;765.0
894.0;119.0;776.0;435.0;651.0;874.0;366.0
35.0;n/a;823.0;658.0;122.0;940.0;735.0
876.0;269.0;955.0;873.0;299.0;527.0;357.0
676.0;n/a;409.0;22.0;406.0;7.0;413.0
80.0;n/a;178.0;380.0;438.0;287.0;512.0
879.0;n/a;858.0;107.0;794.0;465.0;571.0
848.0;801.0;557.0;727.0;145.0;840.0;953.0
997.0;219.0;764.0;629.0;483.0;338.0;398.0
226.0;578.0;482.0;23.0;25.0;151.0;76.0
294.0;n/a;57.0;820.0;573.0;196.0;206.0
567.0;n/a;325.0;223.0;45.0;100.0;369.0
47.0;n/a;332.0;551.0;712.0;383.0;543.0
651.0;651.0;158.0;190.0;45.0;39.0;101.0
788.0;n/a;315.0;939.0;463.0;353.0;89.0
630.0;n/a;157.0;137.0;12.0;112.0;833.0
241.0;n/a;165.0;498.0;268.0;160.0;934.0
941.0;n/a;604.0;209.0;959.0;363.0;556.0
9.0;561.0;909.0;338.0;484.0;152.0;561.0
626.0;n/a;66.0;573.0;425.0;791.0;429.0
183.0;139.0;476.0;931.0;972.0;649.0;518.0
316.0;n/a;453.0;819.0;112.0;691.0;428.0
992.0;n/a;854.0;775.0;816.0;811.0;595.0
98.0;n/a;598.0;218.0;975.0;915.0;222.0
670.0;n/a;50.0;469.0;209.0;242.0;312.0
353.0;949.0;0.0;377.0;96.0;498.0;125.0
463.0;894.0;174.0;641.0;479.0;714.0;508.0
816.0;n/a;515.0;944.0;361.0;261.0;546.0
310.0;n/a;717.0;105.0;515.0;143.0;694.0
957.0;832.0;3.0;163.0;971.0;560.0;124.0
789.0;n/a;698.0;763.0;793.0;361.0;180.0
961.0;n/a;98.0;347.0;724.0;440.0;744.0
102.0;n/a;866.0;838.0;294.0;285.0;543.0
461.0;n/a;293.0;914.0;645.0;897.0;495.0
458.0;850.0;392.0;822.0;350.0;850.0;51.0
959.0;n/a;49.0;131.0;599.0;279.0;275.0
177.0;n/a;550.0;726.0;749.0;269.0;157.0
205.0;n/a;937.0;556.0;435.0;300.0;357.0
480.0;n/a;416.0;692.0;605.0;475.0;479.0
913.0;n/a;619.0;801.0;509.0;377.0;844.0
505.0;n/a;350.0;818.0;471.0;821.0;789.0
836.0;905.0;728.0;819.0;529.0;181.0;155.0
786.0;172.0;559.0;338.0;551.0;674.0;816.0
920.0;581.0;62.0;798.0;838.0;280.0;888.0
801.0;n/a;662.0;943.0;945.0;607.0;952.0
910.0;716.0;370.0;671.0;749.0;380.0;30.0
12.0;515.0;385.0;818.0;709.0;37.0;180.0
18.0;408.0;68.0;578.0;937.0;734.0;360.0
3.0;177.0;808.0;28.0;296.0;521.0;359.0
843.0;956.0;43.0;616.0;963.0;543.0;5.0
144.0;n/a;183.0;531.0;1.0;104.0;487.0
491.0;n/a;893.0;589.0;515.0;193.0;489.0
645.0;917.0;907.0;989.0;845.0;169.0;118.0
228.0;n/a;233.0;882.0;245.0;13.0;260.0
613.0;313.0;827.0;691.0;614.0;465.0;881.0
386.0;n/a;933.0;979.0;766.0;189.0;968.0
230.0;n/a;50.0;177.0;56.0;290.0;302.0
234.0;n/a;709.0;203.0;536.0;312.0;787.0
518.0;811.0;929.0;897.0;692.0;289.0;503.0
849.0;109.0;537.0;910.0;254.0;804.0;842.0
558.0;n/a;828.0;476.0;754.0;950.0;271.0
719.0;n/a;895.0;478.0;127.0;925.0;234.0
327.0;135.0;509.0;982.0;627.0;489.0;235.0
184.0;80.0;337.0;148.0;182.0;473.0;124.0
633.0;692.0;211.0;527.0;446.0;751.0;849.0
821.0;761.0;899.0;177.0;863.0;713.0;103.0
272.0;934.0;433.0;684.0;555.0;610.0;89.0
168.0;656.0;724.0;526.0;480.0;222.0;296.0
25.0;733.0;184.0;821.0;426.0;873.0;631.0
206.0;n/a;978.0;717.0;917.0;196.0;910.0
439.0;68.0;867.0;794.0;862.0;498.0;743.0
278.0;486.0;527.0;790.0;375.0;768.0;802.0
9.0;n/a;75.0;408.0;34.0;733.0;946.0
560.0;477.0;282.0;726.0;572.0;11.0;421.0
281.0;n/a;924.0;76.0;125.0;903.0;190.0
492.0;727.0;765.0;806.0;244.0;377.0;842.0
922.0;532.0;486.0;351.0;709.0;190.0;814.0
189.0;943.0;799.0;69.0;24.0;519.0;909.0
896.0;755.0;257.0;562.0;358.0;559.0;198.0
997.0;n/a;28.0;160.0;384.0;682.0;116.0
77.0;n/a;584.0;641.0;827.0;297.0;316.0
503.0;48.0;34.0;374.0;465.0;326.0;443.0
342.0;413.0;743.0;293.0;937.0;905.0;713.0
213.0;n/a;753.0;634.0;983.0;35.0;524.0
437.0;995.0;92.0;705.0;886.0;1.0;63.0
207.0;n/a;226.0;935.0;957.0;927.0;97.0
87.0;571.0;183.0;938.0;909.0;132.0;615.0
605.0;396.0;287.0;101.0;445.0;598.0;172.0
292.0;n/a;750.0;462.0;867.0;698.0;940.0
